id,Coordenadas,Latitude,Longitude,
1569,"18.400110, -66.021712",18.4001100000,-66.021712000,
17838,"18.213375, -66.021652",18.2133750000,-66.021652000,
4718,"18.3259974,-66.0216049",18.3259974000,-66.021604900,
4511,"18.1839766,-66.0215939",18.1839766000,-66.021593900,
5955,"18.218613, -66.021574",18.2186130000,-66.021574000,
14852,"18.404362,-66.021545",18.4043620000,-66.021545000,
1856,"18.4054670, -66.0214730",18.4054670000,-66.021473000,
14666,"18.366174,-66.021465",18.3661740000,-66.021465000,
14032,"18.232986, -66.021451",18.2329860000,-66.021451000,
524,"18.2119944,-66.0214376",18.2119944000,-66.021437600,
5758,"18.2877110, -66.0214290",18.2877110000,-66.021429000,
2887,"18.4126363, -66.0214155",18.4126363000,-66.021415500,
11996,"18.3649206,-66.0213531",18.3649206000,-66.021353100,
2453,"18.186136,-66.021347",18.1861360000,-66.021347000,
8149,"18.213840,-66.021347",18.2138400000,-66.021347000,
18514,"18.354800, -66.021347",18.3548000000,-66.021347000,
18513,"18.3559,-66.0213",18.3559000000,-66.021300000,
1873,"18.011219, -66.021156",18.0112190000,-66.021156000,
2685,"18.2389749, -66.02114078",18.2389749000,-66.021140780,
6323,"18.010050, -66.021080",18.0100500000,-66.021080000,
8136,"18.408740, -66.021070",18.4087400000,-66.021070000,
1621,"18.2127906, -66.021052",18.2127906000,-66.021052000,
3638,"18.241300, -66.020862",18.2413000000,-66.020862000,
3377,"18.3891090, -66.0208370",18.3891090000,-66.020837000,
5004,"18.237740, -66.020764",18.2377400000,-66.020764000,
2303,"18.185829,-66.020760",18.1858290000,-66.020760000,
14493,"18.2330587, -66.0207349",18.2330587000,-66.020734900,
15064,"18.2188546,-66.0207202",18.2188546000,-66.020720200,
2459,"18.187757,-66.020645",18.1877570000,-66.020645000,
258,"18.326225,-66.020481",18.3262250000,-66.020481000,
9032,"18.390798, -66.020468",18.3907980000,-66.020468000,
4923,"18.2197775, -66.0204670",18.2197775000,-66.020467000,
16366,"18.363449,-66.020432",18.3634490000,-66.020432000,
1067,"18.3694137, -66.0204251",18.3694137000,-66.020425100,
14197,"18.21844207,-66.02037603",18.2184420700,-66.020376030,
5502,"18.350855, -66.020327",18.3508550000,-66.020327000,
16365,"18.362824,-66.020323",18.3628240000,-66.020323000,
17463,"18.391773, -66.020299",18.3917730000,-66.020299000,
16290,"18.214008,-66.020278",18.2140080000,-66.020278000,
501,"18.398609,-66.020264",18.3986090000,-66.020264000,
13007,"18.366119, -66.020239",18.3661190000,-66.020239000,
3190,"18.215934,-66.020195",18.2159340000,-66.020195000,
17707,"18.1855848, -66.0201538",18.1855848000,-66.020153800,
15547,"18.216047,-66.020153",18.2160470000,-66.020153000,
17667,"18.347351,-66.020011",18.3473510000,-66.020011000,
15306,"18.411833, -66.019995",18.4118330000,-66.019995000,
14025,"18.220438, -66.019959",18.2204380000,-66.019959000,
1786,"18.2345116,-66.0199497",18.2345116000,-66.019949700,
16697,"18.21206676, -66.01989522",18.2120667600,-66.019895220,
19374,"18.363556,-66.019878",18.3635560000,-66.019878000,
11928,"18.354208, -66.019863",18.3542080000,-66.019863000,
13290,"18.263668,-66.019846",18.2636680000,-66.019846000,
398,"18.2328453, -66.0198169",18.2328453000,-66.019816900,
4,"18.236510,-66.019806",18.2365100000,-66.019806000,
17548,"18.35476862, -66.01973419",18.3547686200,-66.019734190,
13272,"18.3989450,-66.0197322",18.3989450000,-66.019732200,
8046,"18.4102177,-66.0196261",18.4102177000,-66.019626100,
1468,"18.410720, -66.019450",18.4107200000,-66.019450000,
337,"18.3592688,-66.0193609",18.3592688000,-66.019360900,
5210,"18.2119119,-66.019351",18.2119119000,-66.019351000,
2996,"18.3753667,-66.0193385",18.3753667000,-66.019338500,
17982,"18.214631, -66.019186",18.2146310000,-66.019186000,
10744,"18.399017,-66.019165",18.3990170000,-66.019165000,
18620,"18.164740,-66.019115",18.1647400000,-66.019115000,
5816,"18.380188,-66.019066",18.3801880000,-66.019066000,
17695,"18.218183, -66.018927",18.2181830000,-66.018927000,
15660,"18.3521589, -66.0189070",18.3521589000,-66.018907000,
12632,"18.215974, -66.018687",18.2159740000,-66.018687000,
12490,"18.232774,-66.018687",18.2327740000,-66.018687000,
12697,"18.377493, -66.018626",18.3774930000,-66.018626000,
16216,"18.412098,-66.018626",18.4120980000,-66.018626000,
2753,"18.232724, -66.018464",18.2327240000,-66.018464000,
11066,"18.347529, -66.018426",18.3475290000,-66.018426000,
14740,"18.216230,-66.018394",18.2162300000,-66.018394000,
19026,"18.2133887,-66.0183504",18.2133887000,-66.018350400,
10120,"18.218666, -66.018100",18.2186660000,-66.018100000,
17284,"18.237175, -66.017961",18.2371750000,-66.017961000,
19086,"18.167158, -66.017942",18.1671580000,-66.017942000,
4039,"18.2826, -66.0179",18.2826000000,-66.017900000,
13780,"18.354887,-66.017838",18.3548870000,-66.017838000,
17734,"18.21121072, -66.01776379",18.2112107200,-66.017763790,
16514,"18.2725834,-66.0177627",18.2725834000,-66.017762700,
17821,"18.213274, -66.017741",18.2132740000,-66.017741000,
6423,"18.233629,-66.017731",18.2336290000,-66.017731000,
7288,"18.2374302, -66.0176946",18.2374302000,-66.017694600,
2246,"18.010167, -66.017647",18.0101670000,-66.017647000,
18417,"18.230315,-66.017469",18.2303150000,-66.017469000,
4817,"18.350107,-66.017357",18.3501070000,-66.017357000,
16461,"18.354171, -66.017318",18.3541710000,-66.017318000,
1770,"18.232592,-66.017220",18.2325920000,-66.017220000,
12830,"18.235750, -66.017219",18.2357500000,-66.017219000,
9496,"18.238685,-66.017166",18.2386850000,-66.017166000,
14642,"18.009848,-66.017128",18.0098480000,-66.017128000,
15027,"18.342834, -66.017021",18.3428340000,-66.017021000,
4790,"18.212811, -66.016897",18.2128110000,-66.016897000,
1237,"18.384746, -66.016876",18.3847460000,-66.016876000,
17085,"18.233308, -66.016815",18.2333080000,-66.016815000,
17266,"18.23357115, -66.01681279",18.2335711500,-66.016812790,
2080,"18.36090434, -66.01676691",18.3609043400,-66.016766910,
14910,"18.2348935,-66.0167599",18.2348935000,-66.016759900,
12284,"18.27353,-66.01673",18.2735300000,-66.016730000,
6010,"18.3874466, -66.0166378",18.3874466000,-66.016637800,
2959,"18.39177,-66.016630",18.3917700000,-66.016630000,
18764,"18.401748,-66.016594",18.4017480000,-66.016594000,
2759,"18.3770600,-66.0165051",18.3770600000,-66.016505100,
19375,"18.148346, -66.016465",18.1483460000,-66.016465000,
12248,"18.274680, -66.016460",18.2746800000,-66.016460000,
18923,"18.23931015, -66.01645723",18.2393101500,-66.016457230,
6431,"18.382528, -66.016333",18.3825280000,-66.016333000,
15670,"18.276283,-66.016243",18.2762830000,-66.016243000,
18670,"18.2746986,-66.0161314",18.2746986000,-66.016131400,
15056,"18.231948, -66.016114",18.2319480000,-66.016114000,
666,"18.3824387,-66.0160296",18.3824387000,-66.016029600,
10902,"18.3853531,-66.0160122",18.3853531000,-66.016012200,
3593,"18.386613, -66.015987",18.3866130000,-66.015987000,
15006,"18.272751, -66.015953",18.2727510000,-66.015953000,
5924,"18.2159881,-66.0158798",18.2159881000,-66.015879800,
2584,"18.3763149, -66.0158526",18.3763149000,-66.015852600,
1990,"18.23652, -66.01585",18.2365200000,-66.015850000,
7424,"18.2333345,-66.0158070",18.2333345000,-66.015807000,
14843,"18.229201, -66.015752",18.2292010000,-66.015752000,
7787,"18.217351, -66.015714",18.2173510000,-66.015714000,
15951,"18.3832106, -66.0156167",18.3832106000,-66.015616700,
3475,"18.382158, -66.015209",18.3821580000,-66.015209000,
18975,"18.375840, -66.015128",18.3758400000,-66.015128000,
13891,"18.3873852,-66.0150852",18.3873852000,-66.015085200,
681,"18.4053294,-66.0150691",18.4053294000,-66.015069100,
16176,"18.377528,-66.015031",18.3775280000,-66.015031000,
17038,"18.22992025, -66.01495505",18.2299202500,-66.014955050,
1985,"18.406506, -66.014946",18.4065060000,-66.014946000,
13531,"18.3515524,-66.0149309",18.3515524000,-66.014930900,
2190,"18.233202,-66.014862",18.2332020000,-66.014862000,
16681,"18.217102, -66.014818",18.2171020000,-66.014818000,
10965,"18.428822 , -66.014706",18.4288220000,-66.014706000,
15435,"18.2298988,-66.0147056",18.2298988000,-66.014705600,
18106,"18.238317,-66.014702",18.2383170000,-66.014702000,
17716,"18.220715, -66.014567",18.2207150000,-66.014567000,
10935,"18.398972,-66.014491",18.3989720000,-66.014491000,
16280,"18.349764, -66.014429",18.3497640000,-66.014429000,
11435,"18.2057905, -66.0144012",18.2057905000,-66.014401200,
1535,"18.2309280,-66.0143962",18.2309280000,-66.014396200,
14747,"18.230696-,66.014343",18.2306960000,-66.014343000,
18092,"18.273891,-66.014257",18.2738910000,-66.014257000,
4637,"18.39952042, -66.01419475",18.3995204200,-66.014194750,
2760,"18.28685, -66.01417",18.2868500000,-66.014170000,
7908,"18.233917, -66.014139",18.2339170000,-66.014139000,
16933,"18.374412, -66.013975",18.3744120000,-66.013975000,
1625,"18.37397211, -66.01397158",18.3739721100,-66.013971580,
10774,"18.272176, -66.013950",18.2721760000,-66.013950000,
12631,"18.216168, -66.013849",18.2161680000,-66.013849000,
5476,"18.2757070, -66.0138320",18.2757070000,-66.013832000,
11264,"18.207657,-66.013814",18.2076570000,-66.013814000,
711,"18.3561379, -66.0138100",18.3561379000,-66.013810000,
15152,"18.2312,-66.0138",18.2312000000,-66.013800000,
15996,"18.207260,-66.013794",18.2072600000,-66.013794000,
19209,"18.27052183, -66.0137727",18.2705218300,-66.013772700,
15401,"18.270548, -66.013738",18.2705480000,-66.013738000,
9728,"18.43135, -66.01368",18.4313500000,-66.013680000,
850,"18.2198779, -66.0136036",18.2198779000,-66.013603600,
11088,"18.365310,-66.013521",18.3653100000,-66.013521000,
1384,"18.37389667, -66.01337112",18.3738966700,-66.013371120,
18031,"18.425364,-66013369",18.4253640000,-66.013369000,
16314,"18.377286, -66.013294",18.3772860000,-66.013294000,
3767,"18.3908125, -66.0132902",18.3908125000,-66.013290200,
1685,"18.3889363, -66.0132173",18.3889363000,-66.013217300,
2809,"18.42944,-66.013202",18.4294400000,-66.013202000,
228,"18.216193, -66.013138",18.2161930000,-66.013138000,
333,"18.216793,-66.013138",18.2167930000,-66.013138000,
9230,"18.3774129, -66.0131298",18.3774129000,-66.013129800,
8070,"18.38362790, -66.01310831",18.3836279000,-66.013108310,
1010,"18.431113,-66.013101",18.4311130000,-66.013101000,
14749,"18.2328873,-66.0130814",18.2328873000,-66.013081400,
16448,"18.3736243,-66.013019",18.3736243000,-66.013019000,
14878,"18.3911993, -66.0128036",18.3911993000,-66.012803600,
19103,"18.4292365, -66.0127956",18.4292365000,-66.012795600,
15205,"18.373585, -66.012779",18.3735850000,-66.012779000,
2163,"18.425319, -66.012703",18.4253190000,-66.012703000,
16100,"18.391680,-66.012681",18.3916800000,-66.012681000,
13521,"18.3692804, -66.0126386",18.3692804000,-66.012638600,
7986,"18.218250, -66.012444",18.2182500000,-66.012444000,
14433,"18.2738440, -66.0124421",18.2738440000,-66.012442100,
6337,"18.2383234,-66.0123865",18.2383234000,-66.012386500,
13190,"18.374291,-66.012375",18.3742910000,-66.012375000,
8022,"18.430421, -66.01236",18.4304210000,-66.012360000,
13865,"18.232822,-66.012307",18.2328220000,-66.012307000,
2769,"18.38695100, -66.01229443",18.3869510000,-66.012294430,
8309,"18.217589, -66.012271",18.2175890000,-66.012271000,
19243,"18.217366, -66.012265",18.2173660000,-66.012265000,
16303,"18.234263, -66.012216",18.2342630000,-66.012216000,
18772,"18.276546, -66.012175",18.2765460000,-66.012175000,
9148,"18.387863, -66.012118",18.3878630000,-66.012118000,
10713,"18.350059, -66.012081",18.3500590000,-66.012081000,
16046,"18.385969, -66.012054",18.3859690000,-66.012054000,
15738,"18.275749, -66.011991",18.2757490000,-66.011991000,
6008,"18.356389, -66.011944",18.3563890000,-66.011944000,
13599,"18.39265771,-66.01193465",18.3926577100,-66.011934650,
15664,"18.426376,-66.011917",18.4263760000,-66.011917000,
11245,"18.219838, -66.011840",18.2198380000,-66.011840000,
10212,"18.233278,-66.011834",18.2332780000,-66.011834000,
18450,"18.42456977, -66.01182754",18.4245697700,-66.011827540,
16969,"18.21549725,-66.01181378",18.2154972500,-66.011813780,
6670,"18.388751, -66.011733",18.3887510000,-66.011733000,
2908,"18.370770,-66.011719",18.3707700000,-66.011719000,
2352,"18.3843713, -66.0116811",18.3843713000,-66.011681100,
3367,"18.429944, -66.011613",18.4299440000,-66.011613000,
12053,"18.3856198,-66.01153",18.3856198000,-66.011530000,
17513,"18.425366, -66.011485",18.4253660000,-66.011485000,
12007,"18.359774,-66.011482",18.3597740000,-66.011482000,
6298,"18.3928710, -66.0114560",18.3928710000,-66.011456000,
19160,"18.217554, -66.011455",18.2175540000,-66.011455000,
2773,"18.391557, -66.011411",18.3915570000,-66.011411000,
560,"18.3066640, -66.0113840",18.3066640000,-66.011384000,
12771,"18.392478, -66.011306",18.3924780000,-66.011306000,
6838,"18.425015,-66.011218",18.4250150000,-66.011218000,
15679,"18.274222,-66.011205",18.2742220000,-66.011205000,
5264,"18.2373824, -66.0111323",18.2373824000,-66.011132300,
8515,"18.3441, -66.0110",18.3441000000,-66.011000000,
1680,"18.2359151, -66.0108228",18.2359151000,-66.010822800,
3746,"18.425608 , -66.010813",18.4256080000,-66.010813000,
14849,"18.344156, -66.010788",18.3441560000,-66.010788000,
147,"18.425077,-66.010757",18.4250770000,-66.010757000,
10362,"18.4148847401,-66.0107187616",18.4148847401,-66.010718762,
316,"17.999581,- 66.010614",17.9995810000,-66.010614000,
18274,"18.220009,-66.010550",18.2200090000,-66.010550000,
14630,"18.360533,-66.010529",18.3605330000,-66.010529000,
12951,"18.3248478,-66.0105154",18.3248478000,-66.010515400,
14222,"18.3820984,-66.0104170",18.3820984000,-66.010417000,
3924,"18.383234, -66.010414",18.3832340000,-66.010414000,
8063,"18.425919,-66.010401",18.4259190000,-66.010401000,
4608,"18.3886986,-66.0103893",18.3886986000,-66.010389300,
13742,"18.237561,-66.010383",18.2375610000,-66.010383000,
9435,"18.3833420, -66.0103705",18.3833420000,-66.010370500,
11985,"18.006580, -66.010290",18.0065800000,-66.010290000,
11357,"18.41339,-66.01028",18.4133900000,-66.010280000,
7965,"18.4251844, -66.0102488",18.4251844000,-66.010248800,
18991,"18.3888489,-66.0102456",18.3888489000,-66.010245600,
12526,"18.428481, -66.010229",18.4284810000,-66.010229000,
5227,"18.217203, -66.010156",18.2172030000,-66.010156000,
404,"18.4269616, -66.0101224",18.4269616000,-66.010122400,
16926,"18.40023665, -66.01009674",18.4002366500,-66.010096740,
1565,"18.376752, -66.010090",18.3767520000,-66.010090000,
14477,"18.400559,-66.010090",18.4005590000,-66.010090000,
12206,"18.408220, -66.010080",18.4082200000,-66.010080000,
18107,"18.343691,-66.010044",18.3436910000,-66.010044000,
3165,"18.413180, -66.010000",18.4131800000,-66.010000000,
2210,"18.42658410, -66.00991341",18.4265841000,-66.009913410,
19269,"18.34458402, -66.00990798",18.3445840200,-66.009907980,
10042,"18.3443043, -66.0098069",18.3443043000,-66.009806900,
10669,"18.405253, -66.009765",18.4052530000,-66.009765000,
16113,"18.3929466, -66.0097238",18.3929466000,-66.009723800,
1423,"18.40975, -66.00967",18.4097500000,-66.009670000,
846,"18.219474, -66.009626",18.2194740000,-66.009626000,
18431,"18.4256008, -66.0096121",18.4256008000,-66.009612100,
19251,"18.21973029, -66.00957220",18.2197302900,-66.009572200,
3756,"18.40265940, -66.00950896",18.4026594000,-66.009508960,
16646,"18.214371, -66.009437",18.2143710000,-66.009437000,
10689,"18.219064, -66.009347",18.2190640000,-66.009347000,
16941,"18.21277831, -66.00934109",18.2127783100,-66.009341090,
18807,"18.381509,-66.009317",18.3815090000,-66.009317000,
1731,"18.4265757, -66.0092953",18.4265757000,-66.009295300,
19140,"18.214883, -66.009216",18.2148830000,-66.009216000,
14099,"18.3441315, -66.0092152",18.3441315000,-66.009215200,
6909,"18.247222, -66.009167",18.2472220000,-66.009167000,
3684,"18.40251, - 66.00915",18.4025100000,-66.009150000,
16889,"18.40200881, -66.00914592",18.4020088100,-66.009145920,
13136,"18.214786,-66.009034",18.2147860000,-66.009034000,
8632,"18.004927,-66.008992",18.0049270000,-66.008992000,
7626,"18.325121, -66.008983",18.3251210000,-66.008983000,
4858,"18.4035746, -66.0088923",18.4035746000,-66.008892300,
3934,"18.4004989, -66.0088762",18.4004989000,-66.008876200,
17434,"18.4104253, -66.0088602",18.4104253000,-66.008860200,
1479,"18.3981458,-66.0088505",18.3981458000,-66.008850500,
14452,"18.430862, -66.008838",18.4308620000,-66.008838000,
18074,"18.21900228, -66.00881392",18.2190022800,-66.008813920,
10359,"18.1280238,-66.0087065",18.1280238000,-66.008706500,
18881,"18.212334,-66.008665",18.2123340000,-66.008665000,
5899,"18.2169276,-66.0086435",18.2169276000,-66.008643500,
18851,"18.2122383, -66.0085892",18.2122383000,-66.008589200,
464,"18.37787959, -66.00854941",18.3778795900,-66.008549410,
10526,"18.127789,-66.008537",18.1277890000,-66.008537000,
19335,"18.2472, -66.0085",18.2472000000,-66.008500000,
8354,"17.997334, -66.008497",17.9973340000,-66.008497000,
7826,"18.410785,-66.008462",18.4107850000,-66.008462000,
2853,"18.395641, -66.008411",18.3956410000,-66.008411000,
7111,"18.344589, -66.008408",18.3445890000,-66.008408000,
3699,"18.398487, -66.008398",18.3984870000,-66.008398000,
19085,"18.42603253, -66.00838252",18.4260325300,-66.008382520,
18487,"18.427100,-66.008380",18.4271000000,-66.008380000,
18036,"18.425365,-66.008370",18.4253650000,-66.008370000,
6502,"18.2492010, -66.0083690",18.2492010000,-66.008369000,
11952,"17.998430,-66.008350",17.9984300000,-66.008350000,
3163,"18.4096143, -66.0083442",18.4096143000,-66.008344200,
6640,"18.392869, -66.008344",18.3928690000,-66.008344000,
13430,"18.395976, -66.008332",18.3959760000,-66.008332000,
10961,"18.344194, -66.008316",18.3441940000,-66.008316000,
2073,"18.39025,- 66.00830",18.3902500000,-66.008300000,
18790,"18.25583067, -66.00824907",18.2558306700,-66.008249070,
3904,"18.2558307, -66.00824907",18.2558307000,-66.008249070,
16678,"18.3843, -66.0082",18.3843000000,-66.008200000,
10999,"18.225622, -66.008088",18.2256220000,-66.008088000,
3479,"18.359576, -66.008031",18.3595760000,-66.008031000,
15356,"18.225489,-66.008026",18.2254890000,-66.008026000,
10505,"18.343376, -66.007981",18.3433760000,-66.007981000,
19137,"17.99754207, -66.00794093",17.9975420700,-66.007940930,
14084,"18.2483031, -66.0078962",18.2483031000,-66.007896200,
1876,"18.247743, -66.007868",18.2477430000,-66.007868000,
18198,"18.34584187, -66.00783315",18.3458418700,-66.007833150,
18021,"18.21258512, -66.00781825",18.2125851200,-66.007818250,
1097,"18.3902840,-66.0077900",18.3902840000,-66.007790000,
12798,"18.2188976,-66.0077604",18.2188976000,-66.007760400,
8520,"18.398435, -66.007730",18.3984350000,-66.007730000,
4826,"18.410679, -66.007728",18.4106790000,-66.007728000,
12748,"18.384446, -66.007722",18.3844460000,-66.007722000,
15798,"18.391167,-66.007713",18.3911670000,-66.007713000,
15934,"18.0073931, -66.0076873",18.0073931000,-66.007687300,
15512,"18.2136141,-66.0076709",18.2136141000,-66.007670900,
18102,"18.03112458, -66.00765598",18.0311245800,-66.007655980,
3496,"18.409895,-66.007646",18.4098950000,-66.007646000,
6814,"18.411992, -66.007624",18.4119920000,-66.007624000,
2473,"18.218845,-66.007615",18.2188450000,-66.007615000,
11443,"18.387151,-66.007580",18.3871510000,-66.007580000,
17541,"18.364960, -66.007576",18.3649600000,-66.007576000,
13657,"18.347551,-66.007515",18.3475510000,-66.007515000,
14932,"18.2474972,-66.0074811",18.2474972000,-66.007481100,
16277,"18.4109415, -66.0074774",18.4109415000,-66.007477400,
125,"18.006492,- 66.007442",18.0064920000,-66.007442000,
1763,"18.4280692, -66.0074230",18.4280692000,-66.007423000,
17974,"18.429960,-66.007420",18.4299600000,-66.007420000,
17215,"18.41208170, -66.00740933",18.4120817000,-66.007409330,
762,"18.4291131,-66.0073877",18.4291131000,-66.007387700,
833,"18.429712, -66.007379",18.4297120000,-66.007379000,
1294,"18.4291585, -66.0073778",18.4291585000,-66.007377800,
3872,"18.42819254,-66.00736016",18.4281925400,-66.007360160,
41,"18.4007030, -66.0073463",18.4007030000,-66.007346300,
7672,"18.399850, -66.007340",18.3998500000,-66.007340000,
12331,"18.411074, -66.007329",18.4110740000,-66.007329000,
11756,"18.2128310,-66.0072706",18.2128310000,-66.007270600,
15497,"18.340342, -66.007207",18.3403420000,-66.007207000,
6107,"18.4102634, -66.0072069",18.4102634000,-66.007206900,
18087,"18.214161,-66.007129",18.2141610000,-66.007129000,
18946,"18.42782062,-66.00712875",18.4278206200,-66.007128750,
3585,"18.4280748, -66.0070975",18.4280748000,-66.007097500,
18257,"18.411210,-66.007068",18.4112100000,-66.007068000,
1589,"18.407050, -66.00704",18.4070500000,-66.007040000,
13475,"18.2188967, -66.0070191",18.2188967000,-66.007019100,
15434,"18.387582, -66.007005",18.3875820000,-66.007005000,
12481,"18.411400, -66.006990",18.4114000000,-66.006990000,
1781,"18.428355, -66.006981",18.4283550000,-66.006981000,
15865,"18.216960,-66.006925",18.2169600000,-66.006925000,
2534,"18.247652, -66.006890",18.2476520000,-66.006890000,
4617,"18.214500, -66.006889",18.2145000000,-66.006889000,
7814,"18.215153,-66.006882",18.2151530000,-66.006882000,
18878,"18.21163963, -66.00683638",18.2116396300,-66.006836380,
16394,"18.2279537,-66.0068266",18.2279537000,-66.006826600,
4773,"18.215784, -66.006813",18.2157840000,-66.006813000,
6088,"18.215010,-66.006805",18.2150100000,-66.006805000,
2785,"18.4025339, -66.0067918",18.4025339000,-66.006791800,
4964,"18.413616,-66.006756",18.4136160000,-66.006756000,
13279,"17.996847, -66.006755",17.9968470000,-66.006755000,
16054,"17.998493, -66.006741",17.9984930000,-66.006741000,
19050,"18.412016,-66.006694",18.4120160000,-66.006694000,
1937,"18.2131743,-66.0066721",18.2131743000,-66.006672100,
18209,"18.348057,-66.006658",18.3480570000,-66.006658000,
4788,"18.213268, -66.006633",18.2132680000,-66.006633000,
516,"18.408212, -66.006567",18.4082120000,-66.006567000,
17491,"18.032925, -66.006561",18.0329250000,-66.006561000,
13303,"18.008583,-66.0065209",18.0085830000,-66.006520900,
16414,"18.387424,-66.006493",18.3874240000,-66.006493000,
16918,"18.426805, -66.006386",18.4268050000,-66.006386000,
14742,"17.9984209, -66.0063774",17.9984209000,-66.006377400,
7913,"18.216877, -66.006348",18.2168770000,-66.006348000,
11062,"18.429403,-66.006324",18.4294030000,-66.006324000,
1946,"18.42846110, -66.00626229",18.4284611000,-66.006262290,
13128,"18.0346400, -66.0062400",18.0346400000,-66.006240000,
12042,"18.2591467,-66.0062164",18.2591467000,-66.006216400,
1406,"18.215849,-66.006203",18.2158490000,-66.006203000,
14680,"18.2274397, -66.0061900",18.2274397000,-66.006190000,
4678,"18.214015,-66.006082",18.2140150000,-66.006082000,
2592,"18.214741, -66.006014",18.2147410000,-66.006014000,
7815,"18.2490858,-66.0059864",18.2490858000,-66.005986400,
18482,"18.22683920, -66.00596732",18.2268392000,-66.005967320,
12250,"18.232200, -66.005890",18.2322000000,-66.005890000,
4291,"18.214175, -66.005876",18.2141750000,-66.005876000,
3309,"18.364762, -66.005870",18.3647620000,-66.005870000,
12813,"18.379410,-66.005850",18.3794100000,-66.005850000,
5420,"18.3473645, -66.0058352",18.3473645000,-66.005835200,
8737,"18.3893451, -66.0057994",18.3893451000,-66.005799400,
16830,"18.3890528, -66.0057536",18.3890528000,-66.005753600,
3053,"18.4259545,-66.0057417",18.4259545000,-66.005741700,
720,"18.3470545, -66.0057082",18.3470545000,-66.005708200,
10628,"18.426035, -66.005651",18.4260350000,-66.005651000,
3425,"18.43022, -66.00562",18.4302200000,-66.005620000,
12620,"18.224924, -66.005600",18.2249240000,-66.005600000,
2422,"18.401556,-66.005592",18.4015560000,-66.005592000,
18045,"18.385208,-66.005584",18.3852080000,-66.005584000,
2589,"18.364221, -66.005509",18.3642210000,-66.005509000,
12308,"18.426557, -66.005509",18.4265570000,-66.005509000,
4919,"18.407769, -66.005451",18.4077690000,-66.005451000,
4900,"18.3459649, -66.0053340",18.3459649000,-66.005334000,
18186,"18.248645,-66.005311",18.2486450000,-66.005311000,
11976,"18.3485814, -66.0052971",18.3485814000,-66.005297100,
4453,"18.3455353, -66.0052659",18.3455353000,-66.005265900,
5604,"18.259181, -66.005206",18.2591810000,-66.005206000,
2029,"18.249170,-66.005203",18.2491700000,-66.005203000,
16148,"18.232182, -66.005149",18.2321820000,-66.005149000,
5789,"18.384494, -66.005129",18.3844940000,-66.005129000,
7244,"18.3693167,-66.0051285",18.3693167000,-66.005128500,
18538,"18.007229,-66.005127",18.0072290000,-66.005127000,
19067,"18.249101,-66.005118",18.2491010000,-66.005118000,
3136,"18.3242017,-66.0051023",18.3242017000,-66.005102300,
7716,"18.364861, -66.005083",18.3648610000,-66.005083000,
14691,"18.403880,-66.005067",18.4038800000,-66.005067000,
17932,"18.162845, -66.005001",18.1628450000,-66.005001000,
10767,"18.2238443, -66.0049950",18.2238443000,-66.004995000,
4023,"18.216896,-66.004974",18.2168960000,-66.004974000,
8871,"18.293806, -66.004972",18.2938060000,-66.004972000,
6715,"18.3166784,-66.0049501",18.3166784000,-66.004950100,
19076,"18.3166631,-66.0049229",18.3166631000,-66.004922900,
5292,"18.007011,-66.004906",18.0070110000,-66.004906000,
18750,"18.414406, - 66.004872",18.4144060000,-66.004872000,
13994,"18.227764,-66.004868",18.2277640000,-66.004868000,
15096,"18.007132,-66.004845",18.0071320000,-66.004845000,
5612,"18.344968,-66.004809",18.3449680000,-66.004809000,
5907,"18.2280403, -66.0048079",18.2280403000,-66.004807900,
12418,"18.405981, -66.004743",18.4059810000,-66.004743000,
19359,"18.2937814, -66.0046943",18.2937814000,-66.004694300,
8956,"18.405897, -66.004633",18.4058970000,-66.004633000,
1218,"18.3469502, -66.0046316",18.3469502000,-66.004631600,
894,"18.388406,-66.004456",18.3884060000,-66.004456000,
10985,"18.2120504, -66.0044324",18.2120504000,-66.004432400,
4487,"18.00740, -66.00441",18.0074000000,-66.004410000,
13558,"18.426308, -66.004358",18.4263080000,-66.004358000,
16307,"18.0072613, -66.0043486",18.0072613000,-66.004348600,
3695,"18.40116, -66.00434",18.4011600000,-66.004340000,
6817,"18.348715, -66.004236",18.3487150000,-66.004236000,
2590,"18.3884030, -66.0041580",18.3884030000,-66.004158000,
837,"18.316994, -66.004140",18.3169940000,-66.004140000,
15303,"18.3472827, -66.0041096",18.3472827000,-66.004109600,
2928,"18.22305065, -66.00405428",18.2230506500,-66.004054280,
14474,"18.387763,-66.004038",18.3877630000,-66.004038000,
11968,"18.404610, -66.004030",18.4046100000,-66.004030000,
12676,"18.3989687,-66.0040237",18.3989687000,-66.004023700,
18217,"18.2574514,-66.0039603",18.2574514000,-66.003960300,
14260,"18.415632,-66.003784",18.4156320000,-66.003784000,
18788,"18.256416, -66003773",18.2564160000,-66.003773000,
685,"18.3870384, -66.0037455",18.3870384000,-66.003745500,
15045,"18.4156954, -66.0037373",18.4156954000,-66.003737300,
13591,"18.387734, -66.003712",18.3877340000,-66.003712000,
3700,"18.2581094, -66.0036875",18.2581094000,-66.003687500,
11370,"18.248730,-66.003685",18.2487300000,-66.003685000,
4126,"18.226967, -66.003684",18.2269670000,-66.003684000,
17711,"18.430346, -66.003676",18.4303460000,-66.003676000,
4978,"18.233728,-66.003662",18.2337280000,-66.003662000,
17710,"18.430612, -66.003658",18.4306120000,-66.003658000,
2649,"18.4004117,-66.0036176",18.4004117000,-66.003617600,
